drugA,drugB,meddra,type,dynamic,n_injected
21602735,21601423,36776613,negative,,0
21600575,21603448,36313176,negative,,0
21601423,21603924,37622499,negative,,0
21602338,21603925,36110015,negative,,0
21603929,21604436,35809310,negative,,0
21603160,21603164,36211197,negative,,0
21603131,21601399,35104883,negative,,0
21603161,21603176,35809330,negative,,0
21603151,21603156,36818729,negative,,0
21601423,21603911,36110708,negative,,0
21604543,21604559,36919236,negative,,0
21603967,21603980,36416600,negative,,0
21602978,21603392,35809079,negative,,0
21604559,21604562,36919231,negative,,0
21600513,21601161,37219907,negative,,0
21602256,21603864,36516837,negative,,0
21600604,21604571,35104877,negative,,0
21602737,21603799,35809054,negative,,0
21601161,1588697,36316012,negative,,0
21603288,21603312,35205025,negative,,0
21604422,21604571,36416690,negative,,0
21602735,21603448,36009711,negative,,0
43534821,21603911,36516818,negative,,0
21601518,21604643,36313534,negative,,0
21600083,21602896,37622449,negative,,0
21602734,21601423,37522220,negative,,0
21601423,21603921,35809323,negative,,0
43534761,21601031,35205025,negative,,0
21603800,21603929,36416606,negative,,0
21603080,21603925,37080784,negative,,0
21605014,21603525,35708208,negative,,0
21604051,21603641,36818729,negative,,0
21603087,21603929,35809054,negative,,0
21601390,21603448,36110597,negative,,0
21602256,21603864,37522220,negative,,0
21603895,21603896,36110888,negative,,0
21603917,21603968,36516786,negative,,0
21601129,21602823,35104884,negative,,0
21603967,21603980,36211385,negative,,0
21603151,21603156,36818634,negative,,0
21602732,21603924,35104236,negative,,0
21603967,21604544,42889647,negative,,0
21603160,21603164,35104339,negative,,0
21601390,21603929,35104812,negative,,0
21603080,21603082,37622449,negative,,0
21603082,21603083,35809327,negative,,0
21603732,21603929,36718229,negative,,0
21604393,21604425,35809054,negative,,0
21600484,21601394,35104877,negative,,0
21604422,21604433,35741106,negative,,0
21601390,21603929,36315575,negative,,0
21601399,21603896,35708642,negative,,0
21602730,21603800,35104161,negative,,0
21604431,21604440,35809327,negative,,0
21601518,21604131,35708208,negative,,0
21603087,21603929,35104877,negative,,0
21601684,21601789,36818726,negative,,0
21600493,21604348,35205184,negative,,0
21604425,21604437,36211462,negative,,0
21601392,21601431,35809327,negative,,0
21604415,21604543,35809115,negative,,0
21602338,21603896,37019316,negative,,0
21601423,21603929,36110709,negative,,0
21603967,21603980,36009757,negative,,0
21603748,21603749,36617295,negative,,0
21601423,21603921,35205025,negative,,0
21603967,21603980,788256,negative,,0
21601392,21603925,35909508,negative,,0
21604415,21604544,35809059,negative,,0
21603009,21603718,35104877,negative,,0
21602734,21601407,36313176,negative,,0
21603980,21604571,37219871,negative,,0
21602732,21604643,35909508,negative,,0
21600658,21602338,36110874,negative,,0
21602485,21603967,35205185,negative,,0
43534821,21603921,35809327,negative,,0
21603927,21603929,35809327,negative,,0
21600575,21603448,35809243,negative,,0
21603967,21603980,35809304,negative,,0
21603288,21603356,36718353,negative,,0
21601423,21603911,36110597,negative,,0
21600493,21603967,37622449,negative,,0
21603924,21603925,35104074,negative,,0
21601394,21603718,36718301,negative,,0
21601423,21601435,36110062,negative,,0
21603356,21603362,36110697,negative,,0
21604543,21604562,36919236,negative,,0
21603911,21603929,35205236,negative,,0
21604431,21604559,36009724,negative,,0
21603925,21603929,37219863,negative,,0
21603131,21603925,36009895,negative,,0
21603967,21603980,45885863,negative,,0
21601003,21602653,35809243,negative,,0
21603967,21603968,35708208,negative,,0
21600303,21604272,37019318,negative,,0
21602256,21603912,43053882,negative,,0
21601161,43534853,35306246,negative,,0
21604431,21604440,36718530,negative,,0
21603896,21603924,35104177,negative,,0
21602734,21601390,35809207,negative,,0
21601423,21601435,35104351,negative,,0
21600663,21602735,35506459,negative,,0
21600863,21605265,36718540,negative,,0
21603967,21603980,35809243,negative,,0
21601394,21603732,36110347,negative,,0
21603756,21603896,37622529,negative,,0
21602338,21603895,36009892,negative,,0
21602338,21603925,35708066,negative,,0
21600083,21603448,37320197,negative,,0
21603911,21603929,35843700,negative,,0
21602485,21603980,35909452,negative,,0
21603967,21604348,35708156,negative,,0
21601390,21603929,37219831,negative,,0
21604431,21604562,36776613,negative,,0
21601534,21602648,35104074,negative,,0
21601390,21601431,35104103,negative,,0
21604711,21604745,36776613,negative,,0
21603131,21601392,35809054,negative,,0
21600362,21601399,35809327,negative,,0
21600399,21604762,36919059,negative,,0
21600658,21603756,43562827,negative,,0
21600083,21604344,35708154,negative,,0
21601394,21603718,35909511,negative,,0
21601129,21601423,36009711,negative,,0
21601518,21603312,36416501,negative,,0
21604559,21604711,36918985,negative,,0
21601423,21603929,36211481,negative,,0
21604272,21604643,36718298,negative,,0
21601423,21601435,36312077,negative,,0
43534761,21601031,37119548,negative,,0
21603256,21603312,36918858,negative,,0
21602338,21601431,36110878,negative,,0
21602256,21603911,36718301,negative,,0
21601423,21603929,37622460,negative,,0
21603908,21603968,35809329,negative,,0
21603909,21603927,35809327,negative,,0
21603312,21603356,36211464,negative,,0
21602256,21601423,788653,negative,,0
21604115,21604574,36110597,negative,,0
21600096,21603288,37219907,negative,,0
21601423,21603929,35708093,negative,,0
21604131,21604571,36416595,negative,,0
21604757,21604762,36918921,negative,,0
21602256,21603911,36316189,negative,,0
21604562,21604566,36919236,negative,,0
21600493,21603929,36718132,negative,,0
21603748,21603929,35809054,negative,,0
21603917,21604272,36416500,negative,,0
21604344,21604436,36110597,negative,,0
21602102,21603718,35707713,negative,,0
21602735,21603929,36009833,negative,,0
21601423,21603924,35708093,negative,,0
21601467,21601518,36313524,negative,,0
21603312,21603356,36516951,negative,,0
21602735,21603618,36211181,negative,,0
21603086,21603924,35909437,negative,,0
21602730,21603448,35708093,negative,,0
21602338,21601423,36110974,negative,,0
21604544,21604712,36818730,negative,,0
21600493,21602732,37219907,negative,,0
21600965,21600449,35809076,negative,,0
21602732,21603927,37522220,negative,,0
21600096,21600135,35909443,negative,,0
21602734,21603927,35104236,negative,,0
21602732,21603896,36718123,negative,,0
21603908,21603929,35809011,negative,,0
21603967,21604348,36776613,negative,,0
21602256,21603929,35607121,negative,,0
21601129,21602256,43053888,negative,,0
21604422,21604436,36718265,negative,,0
21602823,21603980,35205038,negative,,0
21604431,21604433,35809054,negative,,0
21603929,21603549,36718123,negative,,0
21600493,21602730,36316176,negative,,0
21601390,21603929,36718418,negative,,0
21604348,21603356,35809054,negative,,0
21602485,21603967,36918947,negative,,0
21601003,21600448,35809155,negative,,0
21602732,21603756,37219965,negative,,0
21604348,21603448,35708156,negative,,0
21601431,21603896,35104883,negative,,0
21602338,21602735,37019321,negative,,0
21602338,21601392,42890355,negative,,0
21604344,21604348,35708050,negative,,0
21604590,21604711,36919235,negative,,0
21602898,21604433,35205345,negative,,0
21602085,21603131,37622529,negative,,0
21601200,21604434,35809310,negative,,0
21601274,21604393,37320109,negative,,0
21601390,21603718,36516812,negative,,0
21601431,21603787,42890355,negative,,0
21601392,21601394,35104397,negative,,0
21601394,21601435,36110736,negative,,0
21603897,21603925,35104177,negative,,0
21601423,21604272,35104877,negative,,0
21604562,40252237,37522220,negative,,0
21602256,21603909,36516779,negative,,0
21601423,21603909,36009711,negative,,0
21602896,21603718,36110597,negative,,0
21601390,21601399,36110320,negative,,0
21604422,21604436,36718540,negative,,0
21604431,21604543,35205025,negative,,0
21600098,21601161,35306246,negative,,0
21600493,21601747,35809054,negative,,0
21603285,21603356,37219907,negative,,0
21600816,21602256,36416532,negative,,0
21602485,21603965,35809243,negative,,0
21604272,21603448,35809054,negative,,0
21604544,21604757,37522220,negative,,0
21603911,21603929,36009783,negative,,0
21602256,21603911,36316366,negative,,0
21603718,21604131,37622499,negative,,0
21601003,21600448,35809120,negative,,0
21601129,21601423,37320212,negative,,0
21600575,21600816,35809076,negative,,0
21603718,21603749,35607008,negative,,0
21603296,21603362,36009700,negative,,0
21603905,21603909,35506459,negative,,0
21603905,21603909,42889847,negative,,0
21600083,21600604,35104877,negative,,0
21600096,21604714,36919230,negative,,0
21602823,21602978,36918858,negative,,0
21603980,21604272,35104165,negative,,0
21601435,21603800,35104304,negative,,0
21602732,21603895,788256,negative,,0
21600493,21603795,35104768,negative,,0
21601423,21603929,35809014,negative,,0
21604436,21604570,36516876,negative,,0
21603967,21603980,35205025,negative,,0
21600448,21601518,37219867,negative,,0
21600658,21603756,36110201,negative,,0
21604422,21604431,36313594,negative,,0
21603718,21604344,35104877,negative,,0
21600493,21602737,35104868,negative,,0
21603911,21603929,35808981,negative,,0
21600718,21600732,35809083,negative,,0
21603911,21603968,36517125,negative,,0
21600493,21604210,37622499,negative,,0
21602338,21603925,35104281,negative,,0
21601419,21603761,36313534,negative,,0
21600083,21601161,37522181,negative,,0
21601399,21603929,37219868,negative,,0
21603896,21603925,35809121,negative,,0
21600493,21604571,36918858,negative,,0
21601423,21603929,36313968,negative,,0
21602102,21603497,35708208,negative,,0
21601423,21603929,35708278,negative,,0
21600819,21602040,37522220,negative,,0
21603756,21603929,35205038,negative,,0
21600083,21601518,35708151,negative,,0
21602732,21603929,36776613,negative,,0
21601392,21603895,35809054,negative,,0
21601129,21601699,35104884,negative,,0
21604415,21604422,36416501,negative,,0
21604415,21604543,36774644,negative,,0
21602734,21603929,35708093,negative,,0
21601423,21601428,35204948,negative,,0
21602338,21603925,45885677,negative,,0
21601435,21603929,35506636,negative,,0
21602730,21601423,36316176,negative,,0
21602256,21603911,36313968,negative,,0
21601129,21601423,35104853,negative,,0
21602734,21603924,35809115,negative,,0
21602730,21603718,35104113,negative,,0
21603908,21603917,35708208,negative,,0
21600816,21601161,36110597,negative,,0
21602256,21603864,36718326,negative,,0
21604210,21604348,35909625,negative,,0
21600098,21601518,36416600,negative,,0
21603009,43534853,42889536,negative,,0
21602737,21603929,36313371,negative,,0
21601423,21603929,36718354,negative,,0
21602096,21604857,35104877,negative,,0
21601390,21601435,36110234,negative,,0
21602735,21603895,36009901,negative,,0
21602256,21603927,37320212,negative,,0
21600083,21601911,35104691,negative,,0
21603909,21603921,36516802,negative,,0
21600100,21602485,35909449,negative,,0
21600658,21603897,45885904,negative,,0
21602485,21603497,35909452,negative,,0
21602898,21603980,35708208,negative,,0
21603021,21603615,35809054,negative,,0
21602338,21603925,36717962,negative,,0
21602737,21604643,37622449,negative,,0
21603718,21603748,35104351,negative,,0
21603921,21603929,36315261,negative,,0
21602735,21601423,35104691,negative,,0
21604571,21604888,42889647,negative,,0
21603312,21603356,36718551,negative,,0
21604418,21604433,36919098,negative,,0
21604131,21603462,35909437,negative,,0
21602734,21603980,35708208,negative,,0
21602338,21603086,37320192,negative,,0
21600816,21601423,35708154,negative,,0
21602256,21603909,36516781,negative,,0
21602338,21603929,36110922,negative,,0
21602737,21601428,35707920,negative,,0
21601394,21603929,35809207,negative,,0
21602734,21603929,42889647,negative,,0
21602734,21603927,35809131,negative,,0
21600663,21603908,37320205,negative,,0
21600575,21604260,35708154,negative,,0
21600493,21604571,37320212,negative,,0
21602732,21601390,36416501,negative,,0
21603929,21603968,35708202,negative,,0
21603967,21604422,35708563,negative,,0
21601392,21603749,35607398,negative,,0
21601390,21601431,36110229,negative,,0
21602735,21603909,35707936,negative,,0
21604122,21604440,35204981,negative,,0
21602820,21604272,36416500,negative,,0
21604712,21604741,35809327,negative,,0
43534761,21601031,35809327,negative,,0
21600098,21600816,36110697,negative,,0
21601423,21601435,35909518,negative,,0
21601435,21603929,36718301,negative,,0
21603131,21601390,37622449,negative,,0
21602485,21603514,36918858,negative,,0
21603925,21605269,35104877,negative,,0
21603896,21603925,36211179,negative,,0
21604344,21604348,42889640,negative,,0
21603967,21603980,37219885,negative,,0
21603909,21603921,35809323,negative,,0
21602102,21601390,35708038,negative,,0
21603080,21603607,35708208,negative,,0
21601435,21603929,37019261,negative,,0
21601161,21604272,35809054,negative,,0
21602737,21604344,36516812,negative,,0
21604711,21604712,36919127,negative,,0
21604577,21604655,36918858,negative,,0
21603929,21603968,35809115,negative,,0
21601399,21601431,36110015,negative,,0
21604544,21604740,42889647,negative,,0
21601431,21603925,35104883,negative,,0
21602820,21604571,37220005,negative,,0
21600493,21603009,35809243,negative,,0
21601423,21603718,36110888,negative,,0
21602102,21602754,36718132,negative,,0
21600449,21602648,35808924,negative,,0
21602737,21603718,36110642,negative,,0
21602338,21603925,36110649,negative,,0
21603256,21603312,37522220,negative,,0
21600084,21600494,35708093,negative,,0
21600399,21604422,35809327,negative,,0
21602102,21602732,36416501,negative,,0
21604712,21604741,36919230,negative,,0
21602485,21604348,37219871,negative,,0
21600718,21600732,36211297,negative,,0
21601467,21601518,35205038,negative,,0
21601399,21601423,35104177,negative,,0
21603312,21603497,35809327,negative,,0
21602338,21602732,37622449,negative,,0
21601518,21602648,35205185,negative,,0
21603967,21604714,35809076,negative,,0
21603166,21603194,42889636,negative,,0
21602734,21603756,35809054,negative,,0
21602732,21603924,35707864,negative,,0
21604714,21604718,36918942,negative,,0
21601003,21600448,35809079,negative,,0
21602338,21603896,35205230,negative,,0
21604543,21604571,35708202,negative,,0
21602735,21601390,36110649,negative,,0
21601423,21603895,36009895,negative,,0
21601423,21603929,36211473,negative,,0
21604348,21604433,43053854,negative,,0
21603756,21603924,36110874,negative,,0
21602730,21603929,35708202,negative,,0
21601435,21603718,36311824,negative,,0
21602256,21601423,35606985,negative,,0
21600083,21603082,35809054,negative,,0
21600096,21601394,35104877,negative,,0
21600098,21603392,36110933,negative,,0
21603080,21601399,36009891,negative,,0
21603921,21603929,35809323,negative,,0
21603131,21603897,35104177,negative,,0
21604888,21603448,35809115,negative,,0
21601129,21603908,36516779,negative,,0
21601003,21600449,36111047,negative,,0
